RMS_Skewness,RMS_Skewness.1,RMS_Skewness.2,RMS_Skewness.3,RMS_Skewness.4,RMS_Skewness.5,RMS_Skewness.6,RMS_Skewness.7,RMS_Skewness.8,RMS_Skewness.9,RMS_Skewness.10,RMS_Skewness
5.995447142396133,4.4362616338361285,4.710813491681628,5.336313304741641,10.450036062948046,4.463518791636941,5.915904512213156,4.613350120111838,6.429472220134072,9.662834773605374,9.822237012363724,6.153478569100423
3.8036343589210735,8.81908995054541,14.57819380315221,8.030006772339553,8.936736367798535,6.678451516623359,5.946591228258981,3.618843885800056,5.227471778537908,8.806906108827093,3.903815159372261,4.449767386516942
3.000037855409448,12.373680114878706,9.451817579664462,4.090387085960187,10.791105502428438,14.533971865691129,8.393748950041928,3.9310140556899897,9.481218651575512,9.552241530166558,11.171042517649774,6.021096800824975
5.10380328130731,14.533971850245996,13.749119106078863,6.011262012414215,9.37616342497352,10.016518782702724,11.3531189809234,4.996607863556785,11.557919567040225,14.53397185114278,12.226924793364946,7.326911194314947
4.232568939625532,11.821520576794263,10.13113486431649,8.984097567764426,14.470042986620571,10.274205372299878,9.790767795442669,6.660321968285834,8.843846729522834,8.014362291684373,9.066445260629187,5.580751681684443
5.611425408429977,14.533971847931308,13.661104133274232,9.480126430138574,9.937087386268114,6.964543091397866,14.533973578201234,10.320564124144935,9.153507341511638,10.293757972864944,14.533971855828796,8.08143315849234
9.78215731785671,14.533971847931303,14.533971855561806,3.356989800093431,14.533971855013377,8.677821879545807,9.446316871572511,8.432892268316582,8.121531734568046,14.53397186547924,6.521965225499534,7.701756890433218
5.08724333749205,14.533973890778205,10.188236029732945,7.079973650883012,10.137687455028647,6.240255521244846,11.447619452299447,6.7914634158437535,14.533971856798637,14.53397186547924,9.017486845198505,5.2823377441096175
6.86966016759633,14.53397184740083,10.471637843226038,9.903244560074038,14.533467141762204,10.86065173015942,13.697144206336706,5.50877035014543,14.214225085480008,12.591576563924654,5.501700974768085,5.260828725327804
8.98660122352396,14.533971847400831,13.190995964360487,9.190942222478723,11.661662825253504,11.109863166391689,14.533971929339522,7.925221291226226,13.749665664748967,14.533971910150091,7.235031505153916,7.08344576489687
